name,chaned_percentage
014_brasilia_r01_c01.tif,0.73699951171875
015_brasilia_buffed_r01_c00.tif,8.551025390625
015_brasilia_buffed_r01_c01.tif,1.214599609375
015_brasilia_buffed_r02_c00.tif,8.52203369140625
015_brasilia_buffed_r03_c04.tif,1.77154541015625
015_brasilia_buffed_r06_c00.tif,1.66168212890625
016_chongqing_r00_c00.tif,27.97698974609375
016_chongqing_r00_c02.tif,7.9132080078125
016_chongqing_r01_c00.tif,30.68695068359375
016_chongqing_r01_c01.tif,29.53033447265625
016_chongqing_r01_c02.tif,18.26019287109375
016_chongqing_r02_c00.tif,15.34423828125
016_chongqing_r02_c01.tif,14.53857421875
016_chongqing_r02_c02.tif,18.2647705078125
016_chongqing_r03_c01.tif,15.51513671875
016_chongqing_r03_c02.tif,14.72320556640625
021_dubai_r00_c00.tif,18.2220458984375
021_dubai_r00_c01.tif,19.43359375
021_dubai_r00_c02.tif,17.58880615234375
021_dubai_r01_c00.tif,16.48101806640625
021_dubai_r02_c00.tif,11.95220947265625
021_dubai_r02_c01.tif,15.643310546875
022_dubai_buffed_r00_c04.tif,4.18853759765625
022_dubai_buffed_r00_c09.tif,31.48345947265625
022_dubai_buffed_r01_c08.tif,13.26141357421875
022_dubai_buffed_r01_c10.tif,28.314208984375
022_dubai_buffed_r02_c04.tif,10.24169921875
022_dubai_buffed_r02_c05.tif,15.8416748046875
022_dubai_buffed_r02_c06.tif,4.559326171875
022_dubai_buffed_r02_c09.tif,15.78826904296875
022_dubai_buffed_r02_c10.tif,20.0225830078125
022_dubai_buffed_r03_c08.tif,8.30841064453125
022_dubai_buffed_r03_c09.tif,7.22503662109375
022_dubai_buffed_r03_c10.tif,10.8612060546875
022_dubai_buffed_r04_c03.tif,2.31781005859375
022_dubai_buffed_r04_c07.tif,7.03887939453125
022_dubai_buffed_r04_c08.tif,16.5252685546875
022_dubai_buffed_r04_c10.tif,6.3446044921875
022_dubai_buffed_r05_c01.tif,10.79254150390625
022_dubai_buffed_r05_c09.tif,8.74481201171875
022_dubai_buffed_r06_c03.tif,15.771484375
022_dubai_buffed_r06_c09.tif,22.7203369140625
022_dubai_buffed_r07_c02.tif,25.390625
022_dubai_buffed_r07_c10.tif,10.540771484375
022_dubai_buffed_r08_c00.tif,12.1337890625
022_dubai_buffed_r09_c05.tif,51.23748779296875
022_dubai_buffed_r09_c09.tif,13.33770751953125
026_lasvegas_r00_c01.tif,5.41229248046875
026_lasvegas_r00_c02.tif,7.7484130859375
026_lasvegas_r01_c00.tif,8.05206298828125
026_lasvegas_r02_c01.tif,21.4324951171875
026_lasvegas_r03_c00.tif,3.6285400390625
026_lasvegas_r03_c01.tif,9.47265625
026_lasvegas_r03_c02.tif,16.9525146484375
026_lasvegas_r04_c00.tif,4.12445068359375
027_lasvegas_buffed_r00_c03.tif,4.0008544921875
027_lasvegas_buffed_r00_c08.tif,6.72454833984375
027_lasvegas_buffed_r01_c00.tif,1.763916015625
027_lasvegas_buffed_r01_c05.tif,7.71026611328125
027_lasvegas_buffed_r01_c06.tif,11.2213134765625
027_lasvegas_buffed_r02_c02.tif,2.90069580078125
027_lasvegas_buffed_r02_c04.tif,2.9815673828125
027_lasvegas_buffed_r02_c05.tif,14.056396484375
027_lasvegas_buffed_r02_c08.tif,3.69415283203125
027_lasvegas_buffed_r03_c07.tif,13.1134033203125
027_lasvegas_buffed_r04_c04.tif,13.6962890625
027_lasvegas_buffed_r04_c05.tif,10.845947265625
027_lasvegas_buffed_r04_c10.tif,2.5482177734375
027_lasvegas_buffed_r05_c01.tif,1.470947265625
027_lasvegas_buffed_r05_c03.tif,8.61053466796875
027_lasvegas_buffed_r05_c05.tif,8.30535888671875
027_lasvegas_buffed_r05_c08.tif,3.6865234375
027_lasvegas_buffed_r06_c04.tif,12.12005615234375
027_lasvegas_buffed_r06_c10.tif,3.84979248046875
027_lasvegas_buffed_r07_c01.tif,7.81707763671875
027_lasvegas_buffed_r07_c04.tif,7.830810546875
027_lasvegas_buffed_r08_c01.tif,8.94622802734375
027_lasvegas_buffed_r08_c06.tif,4.97589111328125
027_lasvegas_buffed_r09_c00.tif,5.4534912109375
027_lasvegas_buffed_r09_c03.tif,6.24542236328125
027_lasvegas_buffed_r09_c10.tif,2.5299072265625
027_lasvegas_buffed_r10_c00.tif,6.7626953125
027_lasvegas_buffed_r10_c01.tif,12.945556640625
027_lasvegas_buffed_r10_c10.tif,3.3233642578125
027_lasvegas_buffed_r11_c00.tif,3.86962890625
027_lasvegas_buffed_r11_c01.tif,9.67864990234375
027_lasvegas_buffed_r11_c02.tif,11.04583740234375
027_lasvegas_buffed_r11_c03.tif,18.77899169921875
027_lasvegas_buffed_r12_c00.tif,1.7578125
027_lasvegas_buffed_r12_c09.tif,2.91595458984375
028_milano_r00_c02.tif,3.71551513671875
028_milano_r02_c02.tif,4.9163818359375
029_milano_buffed_r00_c01.tif,5.4718017578125
029_milano_buffed_r00_c09.tif,10.6689453125
029_milano_buffed_r01_c06.tif,4.3701171875
029_milano_buffed_r02_c01.tif,6.73828125
029_milano_buffed_r02_c03.tif,24.55596923828125
029_milano_buffed_r02_c08.tif,6.7901611328125
029_milano_buffed_r03_c02.tif,10.198974609375
029_milano_buffed_r03_c03.tif,8.68988037109375
029_milano_buffed_r03_c08.tif,6.11724853515625
029_milano_buffed_r03_c11.tif,2.9327392578125
029_milano_buffed_r04_c03.tif,2.2369384765625
029_milano_buffed_r04_c09.tif,2.41241455078125
029_milano_buffed_r04_c11.tif,1.29241943359375
029_milano_buffed_r05_c00.tif,7.21893310546875
029_milano_buffed_r05_c05.tif,6.8389892578125
029_milano_buffed_r05_c11.tif,9.44061279296875
029_milano_buffed_r06_c00.tif,3.106689453125
029_milano_buffed_r06_c03.tif,2.29949951171875
029_milano_buffed_r06_c10.tif,4.7698974609375
029_milano_buffed_r07_c03.tif,11.444091796875
029_milano_buffed_r07_c08.tif,9.71832275390625
029_milano_buffed_r07_c09.tif,6.6436767578125
029_milano_buffed_r08_c04.tif,6.9122314453125
029_milano_buffed_r08_c07.tif,6.68792724609375
030_montpellier_r00_c01.tif,7.12738037109375
030_montpellier_r01_c01.tif,6.78253173828125
031_montpellier_buffed_r00_c01.tif,4.48760986328125
031_montpellier_buffed_r00_c02.tif,4.46624755859375
031_montpellier_buffed_r01_c00.tif,4.64935302734375
031_montpellier_buffed_r01_c04.tif,6.27899169921875
031_montpellier_buffed_r02_c02.tif,2.9144287109375
031_montpellier_buffed_r02_c03.tif,3.082275390625
031_montpellier_buffed_r02_c04.tif,4.77447509765625
031_montpellier_buffed_r04_c01.tif,5.58624267578125
031_montpellier_buffed_r04_c05.tif,3.52783203125
031_montpellier_buffed_r04_c07.tif,10.9405517578125
031_montpellier_buffed_r07_c01.tif,12.0086669921875
041_rio_r00_c01.tif,8.734130859375
041_rio_r01_c01.tif,5.73272705078125
042_saclay_w_r01_c00.tif,13.19732666015625
042_saclay_w_r01_c01.tif,23.370361328125
045_valencia_buffed_r00_c04.tif,2.30255126953125
045_valencia_buffed_r00_c08.tif,4.3792724609375
045_valencia_buffed_r01_c01.tif,4.55169677734375
045_valencia_buffed_r02_c01.tif,5.60150146484375
045_valencia_buffed_r04_c00.tif,4.28619384765625
045_valencia_buffed_r04_c04.tif,3.4942626953125
045_valencia_buffed_r05_c00.tif,10.577392578125
045_valencia_buffed_r05_c03.tif,3.99322509765625
045_valencia_buffed_r05_c07.tif,9.48638916015625
045_valencia_buffed_r05_c08.tif,8.984375
045_valencia_buffed_r06_c04.tif,4.876708984375
045_valencia_buffed_r06_c05.tif,13.11187744140625
045_valencia_buffed_r07_c08.tif,22.2900390625
045_valencia_buffed_r09_c04.tif,6.44989013671875
045_valencia_buffed_r11_c02.tif,6.21185302734375